DATE,Symptoms,Deaths
4-19-2009,73,100.0
4-19-2009,74,97.0
4-19-2009,75,76.0
4-19-2009,76,65.0
4-19-2009,77,69.0
4-19-2009,78,43.0
4-19-2009,79,43.0
4-19-2009,80,36.0
4-19-2009,81,431.0
4-19-2009,82,418.0
4-19-2009,83,136.0
4-19-2009,84,142.0
4-19-2009,85,86.0
4-19-2009,86,94.0
4-19-2009,87,67.0
4-19-2009,88,54.0
4-19-2009,89,68.0
4-19-2009,90,45.0
4-19-2009,91,219.0
4-19-2009,92,253.0
4-19-2009,93,44.0
4-19-2009,94,70.0
4-19-2009,95,41.0
4-19-2009,96,83.0
4-19-2009,97,50.0
4-19-2009,98,21.0
4-19-2009,99,48.0
4-19-2009,100,19.0
4-19-2009,101,1190.0
4-19-2009,102,1352.0
4-19-2009,103,236.0
4-19-2009,104,368.0
4-19-2009,105,180.0
4-19-2009,106,338.0
4-19-2009,107,249.0
4-19-2009,108,95.0
4-19-2009,109,220.0
4-19-2009,110,133.0
4-20-2009,1,8898.0
4-20-2009,2,9593.0
4-20-2009,3,1899.0
4-20-2009,4,1371.0
4-20-2009,5,2784.0
4-20-2009,6,2888.0
4-20-2009,7,720.0
4-20-2009,8,2026.0
4-20-2009,9,1053.0
4-20-2009,10,1669.0
4-20-2009,11,1393.0
4-20-2009,12,1583.0
4-20-2009,13,294.0
4-20-2009,14,498.0
4-20-2009,15,197.0
4-20-2009,16,447.0
4-20-2009,17,371.0
4-20-2009,18,120.0
4-20-2009,19,243.0
4-20-2009,20,187.0
4-20-2009,21,1963.0
4-20-2009,22,2236.0
4-20-2009,23,428.0
4-20-2009,24,638.0
4-20-2009,25,284.0
4-20-2009,26,668.0
4-20-2009,27,462.0
4-20-2009,28,177.0
4-20-2009,29,376.0
4-20-2009,30,227.0
4-20-2009,31,20373.0
4-20-2009,32,23044.0
4-20-2009,33,4522.0
4-20-2009,34,6658.0
4-20-2009,35,3069.0
4-20-2009,36,6714.0
4-20-2009,37,4586.0
4-20-2009,38,1823.0
4-20-2009,39,3890.0
4-20-2009,40,2503.0
4-20-2009,41,3507.0
4-20-2009,42,3949.0
4-20-2009,43,771.0
4-20-2009,44,1178.0
4-20-2009,45,1100.0
4-20-2009,46,539.0
4-20-2009,47,815.0
4-20-2009,48,668.0
4-20-2009,49,315.0
4-20-2009,50,440.0
4-20-2009,51,2674.0
4-20-2009,52,3022.0
4-20-2009,53,615.0
4-20-2009,54,373.0
4-20-2009,55,917.0
4-20-2009,56,895.0
4-20-2009,57,222.0
4-20-2009,58,640.0
4-20-2009,59,316.0
4-20-2009,60,491.0
4-20-2009,61,3540.0
4-20-2009,62,4124.0
4-20-2009,63,841.0
4-20-2009,64,1209.0
4-20-2009,65,1160.0
4-20-2009,66,534.0
4-20-2009,67,844.0
4-20-2009,68,706.0
4-20-2009,69,309.0
4-20-2009,70,450.0
4-20-2009,71,0.0
4-20-2009,72,0.0
4-20-2009,73,0.0
4-20-2009,74,0.0
4-20-2009,75,0.0
4-20-2009,76,0.0
4-20-2009,77,0.0
4-20-2009,78,0.0
4-20-2009,79,0.0
4-20-2009,80,0.0
4-20-2009,81,861.0
4-20-2009,82,762.0
4-20-2009,83,253.0
4-20-2009,84,240.0
4-20-2009,85,185.0
4-20-2009,86,150.0
4-20-2009,87,161.0
4-20-2009,88,130.0
4-20-2009,89,95.0
4-20-2009,90,109.0
4-20-2009,91,0.0
4-20-2009,92,0.0
4-20-2009,93,0.0
4-20-2009,94,0.0
4-20-2009,95,0.0
4-20-2009,96,0.0
4-20-2009,97,0.0
4-20-2009,98,0.0
4-20-2009,99,0.0
4-20-2009,100,0.0
4-20-2009,101,644.0
4-20-2009,102,767.0
4-20-2009,103,130.0
4-20-2009,104,200.0
4-20-2009,105,85.0
4-20-2009,106,195.0
4-20-2009,107,150.0
4-20-2009,108,55.0
4-20-2009,109,121.0
4-20-2009,110,63.0
4-21-2009,1,8073.0
4-21-2009,2,9135.0
4-21-2009,3,1714.0
4-21-2009,4,1229.0
4-21-2009,5,2695.0
4-21-2009,6,2658.0
4-21-2009,7,671.0
4-21-2009,8,1971.0
4-21-2009,9,1033.0
4-21-2009,10,1610.0
4-21-2009,11,1669.0
4-21-2009,12,1945.0
4-21-2009,13,341.0
4-21-2009,14,525.0
4-21-2009,15,232.0
4-21-2009,16,589.0
4-21-2009,17,434.0
4-21-2009,18,142.0
4-21-2009,19,340.0
4-21-2009,20,222.0
4-21-2009,21,1582.0
4-21-2009,22,1819.0
4-21-2009,23,356.0
4-21-2009,24,507.0
4-21-2009,25,238.0
4-21-2009,26,516.0
4-21-2009,27,380.0
4-21-2009,28,130.0
4-21-2009,29,291.0
4-21-2009,30,176.0
4-21-2009,31,10272.0
4-21-2009,32,11694.0
4-21-2009,33,2283.0
4-21-2009,34,3435.0
4-21-2009,35,1567.0
4-21-2009,36,3294.0
4-21-2009,37,2313.0
4-21-2009,38,859.0
4-21-2009,39,2021.0
4-21-2009,40,1293.0
4-21-2009,41,2525.0
4-21-2009,42,2798.0
4-21-2009,43,570.0
4-21-2009,44,835.0
4-21-2009,45,843.0
4-21-2009,46,369.0
4-21-2009,47,548.0
4-21-2009,48,451.0
4-21-2009,49,241.0
4-21-2009,50,308.0
4-21-2009,51,1783.0
4-21-2009,52,1973.0
4-21-2009,53,427.0
4-21-2009,54,306.0
4-21-2009,55,577.0
4-21-2009,56,613.0
4-21-2009,57,178.0
4-21-2009,58,378.0
4-21-2009,59,203.0
4-21-2009,60,322.0
4-21-2009,61,8244.0
4-21-2009,62,9044.0
4-21-2009,63,1714.0
4-21-2009,64,2670.0
4-21-2009,65,2675.0
4-21-2009,66,1202.0
4-21-2009,67,1910.0
4-21-2009,68,1572.0
4-21-2009,69,697.0
4-21-2009,70,1007.0
4-21-2009,71,162.0
4-21-2009,72,149.0
4-21-2009,73,49.0
4-21-2009,74,49.0
4-21-2009,75,39.0
4-21-2009,76,27.0
4-21-2009,77,28.0
4-21-2009,78,26.0
4-21-2009,79,29.0
4-21-2009,80,23.0
4-21-2009,81,624.0
4-21-2009,82,566.0
4-21-2009,83,204.0
4-21-2009,84,207.0
4-21-2009,85,119.0
4-21-2009,86,139.0
4-21-2009,87,102.0
4-21-2009,88,88.0
4-21-2009,89,68.0
4-21-2009,90,52.0
4-21-2009,91,446.0
4-21-2009,92,514.0
4-21-2009,93,99.0
4-21-2009,94,175.0
4-21-2009,95,59.0
4-21-2009,96,148.0
4-21-2009,97,103.0
4-21-2009,98,44.0
4-21-2009,99,90.0
4-21-2009,100,50.0
4-21-2009,101,916.0
4-21-2009,102,1018.0
4-21-2009,103,208.0
4-21-2009,104,283.0
4-21-2009,105,149.0
4-21-2009,106,286.0
4-21-2009,107,208.0
4-21-2009,108,77.0
4-21-2009,109,162.0
4-21-2009,110,101.0
4-22-2009,1,6092.0
4-22-2009,2,6627.0
4-22-2009,3,1312.0
4-22-2009,4,896.0
4-22-2009,5,1995.0
4-22-2009,6,1975.0
4-22-2009,7,517.0
4-22-2009,8,1360.0
4-22-2009,9,697.0
4-22-2009,10,1197.0
4-22-2009,11,2216.0
4-22-2009,12,2480.0
4-22-2009,13,530.0
4-22-2009,14,713.0
4-22-2009,15,314.0
4-22-2009,16,755.0
4-22-2009,17,486.0
4-22-2009,18,196.0
4-22-2009,19,380.0
4-22-2009,20,282.0
4-22-2009,21,1759.0
4-22-2009,22,1897.0
4-22-2009,23,383.0
4-22-2009,24,591.0
4-22-2009,25,277.0
4-22-2009,26,573.0
4-22-2009,27,412.0
4-22-2009,28,163.0
4-22-2009,29,328.0
4-22-2009,30,196.0
4-22-2009,31,24344.0
4-22-2009,32,27279.0
4-22-2009,33,5341.0
4-22-2009,34,7981.0
4-22-2009,35,3736.0
4-22-2009,36,7879.0
4-22-2009,37,5551.0
4-22-2009,38,2090.0
4-22-2009,39,4549.0
4-22-2009,40,2891.0
4-22-2009,41,791.0
4-22-2009,42,858.0
4-22-2009,43,183.0
4-22-2009,44,240.0
4-22-2009,45,243.0
4-22-2009,46,137.0
4-22-2009,47,173.0
4-22-2009,48,139.0
4-22-2009,49,77.0
4-22-2009,50,93.0
4-22-2009,51,4147.0
4-22-2009,52,4624.0
4-22-2009,53,956.0
4-22-2009,54,691.0
4-22-2009,55,1361.0
4-22-2009,56,1341.0
4-22-2009,57,379.0
4-22-2009,58,933.0
4-22-2009,59,483.0
4-22-2009,60,738.0
4-22-2009,61,6323.0
4-22-2009,62,6877.0
4-22-2009,63,1380.0
4-22-2009,64,2021.0
4-22-2009,65,2062.0
4-22-2009,66,916.0
4-22-2009,67,1352.0
4-22-2009,68,1214.0
4-22-2009,69,508.0
4-22-2009,70,746.0
4-22-2009,71,538.0
4-22-2009,72,472.0
4-22-2009,73,136.0
4-22-2009,74,129.0
4-22-2009,75,97.0
4-22-2009,76,113.0
4-22-2009,77,86.0
4-22-2009,78,62.0
4-22-2009,79,82.0
4-22-2009,80,56.0
4-22-2009,81,1081.0
4-22-2009,82,966.0
4-22-2009,83,329.0
4-22-2009,84,341.0
4-22-2009,85,247.0
4-22-2009,86,199.0
4-22-2009,87,172.0
4-22-2009,88,138.0
4-22-2009,89,137.0
4-22-2009,90,107.0
4-22-2009,91,177.0
4-22-2009,92,195.0
4-22-2009,93,51.0
4-22-2009,94,62.0
4-22-2009,95,34.0
4-22-2009,96,65.0
4-22-2009,97,39.0
4-22-2009,98,16.0
4-22-2009,99,34.0
4-22-2009,100,18.0
4-22-2009,101,826.0
4-22-2009,102,997.0
4-22-2009,103,186.0
4-22-2009,104,291.0
4-22-2009,105,135.0
4-22-2009,106,284.0
4-22-2009,107,194.0
4-22-2009,108,74.0
4-22-2009,109,178.0
4-22-2009,110,107.0
4-23-2009,1,6039.0
4-23-2009,2,6822.0
4-23-2009,3,1300.0
4-23-2009,4,912.0
4-23-2009,5,1956.0
4-23-2009,6,2001.0
4-23-2009,7,539.0
4-23-2009,8,1384.0
4-23-2009,9,764.0
4-23-2009,10,1161.0
4-23-2009,11,2815.0
4-23-2009,12,3054.0
4-23-2009,13,633.0
4-23-2009,14,911.0
4-23-2009,15,422.0
4-23-2009,16,875.0
4-23-2009,17,666.0
4-23-2009,18,259.0
4-23-2009,19,548.0
4-23-2009,20,347.0
4-23-2009,21,520.0
4-23-2009,22,592.0
4-23-2009,23,149.0
4-23-2009,24,163.0
4-23-2009,25,71.0
4-23-2009,26,175.0
4-23-2009,27,111.0
4-23-2009,28,50.0
4-23-2009,29,117.0
4-23-2009,30,50.0
4-23-2009,31,27248.0
4-23-2009,32,30161.0
4-23-2009,33,6063.0
4-23-2009,34,8746.0
4-23-2009,35,4036.0
4-23-2009,36,8931.0
4-23-2009,37,6127.0
4-23-2009,38,2331.0
4-23-2009,39,5168.0
4-23-2009,40,3350.0
4-23-2009,41,2759.0
4-23-2009,42,2990.0
4-23-2009,43,657.0
4-23-2009,44,911.0
4-23-2009,45,893.0
4-23-2009,46,433.0
4-23-2009,47,638.0
4-23-2009,48,534.0
4-23-2009,49,246.0
4-23-2009,50,343.0
4-23-2009,51,2672.0
4-23-2009,52,2777.0
4-23-2009,53,842.0
4-23-2009,54,540.0
4-23-2009,55,870.0
4-23-2009,56,798.0
4-23-2009,57,323.0
4-23-2009,58,543.0
4-23-2009,59,360.0
4-23-2009,60,504.0
4-23-2009,61,3263.0
4-23-2009,62,3667.0
4-23-2009,63,709.0
4-23-2009,64,1040.0
4-23-2009,65,1071.0
4-23-2009,66,461.0
4-23-2009,67,743.0
4-23-2009,68,630.0
4-23-2009,69,277.0
4-23-2009,70,403.0
4-23-2009,71,99.0
4-23-2009,72,113.0
4-23-2009,73,39.0
4-23-2009,74,29.0
4-23-2009,75,17.0
4-23-2009,76,26.0
4-23-2009,77,31.0
4-23-2009,78,12.0
4-23-2009,79,21.0
4-23-2009,80,13.0
4-23-2009,81,1169.0
4-23-2009,82,1082.0
4-23-2009,83,341.0
4-23-2009,84,305.0
4-23-2009,85,247.0
4-23-2009,86,220.0
4-23-2009,87,202.0
4-23-2009,88,209.0
4-23-2009,89,172.0
4-23-2009,90,142.0
4-23-2009,91,1175.0
4-23-2009,92,1241.0
4-23-2009,93,238.0
4-23-2009,94,399.0
4-23-2009,95,176.0
4-23-2009,96,365.0
4-23-2009,97,252.0
4-23-2009,98,111.0
4-23-2009,99,207.0
4-23-2009,100,124.0
4-23-2009,101,767.0
4-23-2009,102,809.0
4-23-2009,103,175.0
4-23-2009,104,229.0
4-23-2009,105,102.0
4-23-2009,106,249.0
4-23-2009,107,168.0
4-23-2009,108,70.0
4-23-2009,109,166.0
4-23-2009,110,105.0
4-24-2009,1,4786.0
4-24-2009,2,5442.0
4-24-2009,3,1212.0
4-24-2009,4,794.0
4-24-2009,5,1675.0
4-24-2009,6,1534.0
4-24-2009,7,496.0
4-24-2009,8,1105.0
4-24-2009,9,620.0
4-24-2009,10,909.0
4-24-2009,11,2755.0
4-24-2009,12,2984.0
4-24-2009,13,585.0
4-24-2009,14,871.0
4-24-2009,15,409.0
4-24-2009,16,879.0
4-24-2009,17,566.0
4-24-2009,18,253.0
4-24-2009,19,502.0
4-24-2009,20,301.0
4-24-2009,21,2093.0
4-24-2009,22,2303.0
4-24-2009,23,481.0
4-24-2009,24,641.0
4-24-2009,25,350.0
4-24-2009,26,674.0
4-24-2009,27,459.0
4-24-2009,28,167.0
4-24-2009,29,388.0
4-24-2009,30,238.0
4-24-2009,31,16524.0
4-24-2009,32,18310.0
4-24-2009,33,3981.0
4-24-2009,34,5355.0
4-24-2009,35,2701.0
4-24-2009,36,5350.0
4-24-2009,37,3704.0
4-24-2009,38,1598.0
4-24-2009,39,3069.0
4-24-2009,40,2066.0
4-24-2009,41,1002.0
4-24-2009,42,1078.0
4-24-2009,43,218.0
4-24-2009,44,336.0
4-24-2009,45,317.0
4-24-2009,46,194.0
4-24-2009,47,235.0
4-24-2009,48,186.0
4-24-2009,49,94.0
4-24-2009,50,123.0
4-24-2009,51,7046.0
4-24-2009,52,7658.0
4-24-2009,53,1901.0
4-24-2009,54,1278.0
4-24-2009,55,2316.0
4-24-2009,56,2232.0
4-24-2009,57,730.0
4-24-2009,58,1574.0
4-24-2009,59,940.0
4-24-2009,60,1285.0
4-24-2009,61,4324.0
4-24-2009,62,4544.0
4-24-2009,63,937.0
4-24-2009,64,1354.0
4-24-2009,65,1399.0
4-24-2009,66,640.0
4-24-2009,67,949.0
4-24-2009,68,819.0
4-24-2009,69,365.0
4-24-2009,70,969.0
4-24-2009,71,301.0
4-24-2009,72,247.0
4-24-2009,73,62.0
4-24-2009,74,70.0
4-24-2009,75,57.0
4-24-2009,76,59.0
4-24-2009,77,37.0
4-24-2009,78,36.0
4-24-2009,79,41.0
4-24-2009,80,30.0
4-24-2009,81,1137.0
4-24-2009,82,1055.0
4-24-2009,83,329.0
4-24-2009,84,340.0
4-24-2009,85,247.0
4-24-2009,86,242.0
4-24-2009,87,203.0
4-24-2009,88,139.0
4-24-2009,89,167.0
4-24-2009,90,135.0
4-24-2009,91,450.0
4-24-2009,92,475.0
4-24-2009,93,113.0
4-24-2009,94,154.0
4-24-2009,95,75.0
4-24-2009,96,130.0
4-24-2009,97,88.0
4-24-2009,98,51.0
4-24-2009,99,85.0
4-24-2009,100,52.0
4-24-2009,101,542.0
4-24-2009,102,639.0
4-24-2009,103,150.0
4-24-2009,104,181.0
4-24-2009,105,98.0
4-24-2009,106,176.0
4-24-2009,107,120.0
4-24-2009,108,63.0
4-24-2009,109,105.0
4-24-2009,110,79.0
4-25-2009,1,7109.0
4-25-2009,2,8158.0
4-25-2009,3,1961.0
4-25-2009,4,1329.0
4-25-2009,5,2327.0
4-25-2009,6,2204.0
4-25-2009,7,788.0
4-25-2009,8,1697.0
4-25-2009,9,985.0
4-25-2009,10,1244.0
4-25-2009,11,2391.0
4-25-2009,12,2676.0
4-25-2009,13,547.0
4-25-2009,14,774.0
4-25-2009,15,348.0
4-25-2009,16,837.0
4-25-2009,17,494.0
4-25-2009,18,256.0
4-25-2009,19,465.0
4-25-2009,20,293.0
4-25-2009,21,1694.0
4-25-2009,22,1871.0
4-25-2009,23,384.0
4-25-2009,24,515.0
4-25-2009,25,268.0
4-25-2009,26,564.0
4-25-2009,27,398.0
4-25-2009,28,142.0
4-25-2009,29,336.0
4-25-2009,30,234.0
4-25-2009,31,16191.0
4-25-2009,32,17125.0
4-25-2009,33,4370.0
4-25-2009,34,5458.0
4-25-2009,35,2975.0
4-25-2009,36,4958.0
4-25-2009,37,3390.0
4-25-2009,38,1809.0
4-25-2009,39,2983.0
4-25-2009,40,1949.0
4-25-2009,41,1101.0
4-25-2009,42,1097.0
4-25-2009,43,323.0
4-25-2009,44,344.0
4-25-2009,45,345.0
4-25-2009,46,228.0
4-25-2009,47,259.0
4-25-2009,48,210.0
4-25-2009,49,122.0
4-25-2009,50,126.0
4-25-2009,51,3887.0
4-25-2009,52,4027.0
4-25-2009,53,1344.0
4-25-2009,54,997.0
4-25-2009,55,1373.0
4-25-2009,56,1122.0
4-25-2009,57,563.0
4-25-2009,58,812.0
4-25-2009,59,566.0
